citystring	mean_dist	std_dist	mean_time	std_time	num_guesses	dists0	dists1	dists2	dists3	dists4	dists5	dists6	dists7	dists8	dists9	dists10	dists11	dists12	dists13	dists14	dists15	dists16	dists17	times0	times1	times2	times3	times4	times5	times6	times7	times8	times9	times10	times11	times12	times13	times14	times15	times16	times17	region0	region1	region2	region3	region4	region5	region6	region7	region8	region9	region10	region11	region12	region13	region14	region15	region16	region17	country0	country1	country2	country3	country4	country5	country6	country7	country8	country9	country10	country11	country12	country13	country14	country15	country16	country17
Malabo, Equatorial Guinea	289.7191281307083	107.84126367530092	7.512500000000009	0.5464373248598579	8	328.0973059883957	279.8267776439585	330.05166030686905	298.77140979941277	503.1642148811595	91.48882919023478	260.0879495520951	226.2648776835411											8.066666666666674	7.566666666666675	6.733333333333345	8.23333333333334	8.03333333333334	7.566666666666675	7.10000000000001	6.800000000000011											California	New South Wales	New York	Aargau	Aargau	Aargau	New York	Aargau											United States	Australia	United States	Switzerland	Switzerland	Switzerland	United States	Switzerland										
Edéa, Cameroon	288.640496031673	320.26382517133334	7.508333333333342	0.7804468093484769	4	128.03174183239256	839.8919730426264	46.94328111112439	139.69498814054876															7.30000000000001	6.566666666666679	8.733333333333338	7.4333333333333425															Île-de-France	Michigan	California	Aargau															France	United States	United States	Switzerland														
Giyon, Ethiopia	288.2125670503136	166.6214162324989	7.647619047619055	0.8622335600161568	7	207.15476543748355	240.2845256102627	86.78740635532428	632.2340332672039	414.6966202038994	198.96774249560886	237.36287598241287												6.733333333333345	8.166666666666673	8.533333333333339	8.33333333333334	7.6000000000000085	8.13333333333334	6.033333333333347												Michigan	New South Wales	California	Aargau	Aargau	Aargau	Maryland												United States	Australia	United States	Switzerland	Switzerland	Switzerland	United States											
Sekondi, Ghana	285.83919710348334	123.87752170939034	7.72083333333334	1.0436231626193184	8	268.74413975953155	325.52332492052955	267.7226431203187	148.88332308278592	337.58262857761804	95.18440555911623	535.4636214443659	307.6094903636007											5.200000000000017	8.666666666666671	7.500000000000009	8.066666666666674	8.666666666666671	7.4333333333333425	8.066666666666674	8.166666666666673											Île-de-France	California	California	California	California	California	Aargau	Aargau											France	United States	United States	United States	United States	United States	Switzerland	Switzerland										
Jos, Nigeria	285.55035616006666	68.00424547990264	7.883333333333341	0.4166666666666652	2	217.54611068016402	353.5546016399693																	7.466666666666676	8.300000000000006																	Aargau	Aargau																	Switzerland	Switzerland																
Birnin Kebbi, Nigeria	285.39455248345075	0	7.966666666666674	0	1	285.39455248345075																		7.966666666666674																		Aargau																		Switzerland																	
Welkom, South Africa	285.1022886746835	0	8.03333333333334	0	1	285.1022886746835																		8.03333333333334																		North Carolina																		United States																	
Harare, Zimbabwe	283.2827590515369	127.2473977784129	7.248148148148157	1.7557040099756842	9	262.81830765894586	213.6978268725492	527.2229442584323	239.82274065964177	123.22188738203488	295.66660868074246	235.7260550626582	479.69787665759713	171.6705842312309										6.033333333333347	2.833333333333359	7.366666666666676	8.566666666666672	8.266666666666673	8.33333333333334	8.633333333333338	8.166666666666673	7.033333333333344										Île-de-France	Michigan	Aargau	Aargau	Aargau	Aargau	Aargau	Aargau	Aargau										France	United States	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland									
Chingola, Zambia	282.2375768578387	83.73304110522182	8.04285714285715	0.7751526804472335	7	398.9884870770586	231.61502389670278	312.2259650554197	174.51219739070947	401.4478513554946	214.63584301654348	242.2376702129426												8.13333333333334	8.666666666666671	6.233333333333347	8.500000000000005	8.433333333333339	8.433333333333339	7.9000000000000075												New South Wales	California	Massachusetts	California	Aargau	Aargau	Aargau												Australia	United States	United States	United States	Switzerland	Switzerland	Switzerland											
Nkongsamba, Cameroon	281.4197257356404	255.66669868359156	7.386666666666676	0.8417178202277077	10	94.52203974310288	149.31854475931317	167.2048154766986	221.2698491041769	38.32518538913571	143.00202848600475	324.41912318791674	568.4167859108669	183.932007984525	923.7868773146632									6.866666666666678	5.166666666666684	8.100000000000007	8.23333333333334	7.700000000000008	7.6000000000000085	7.500000000000009	7.10000000000001	8.000000000000007	7.6000000000000085									Île-de-France	Michigan	New South Wales	California	Aargau	Aargau	Aargau	Aargau	Aargau	Saxony									France	United States	Australia	United States	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Germany								
Luanshya, Zambia	279.76977424340316	130.76440236687296	8.222222222222229	0.16740576859243678	6	256.66473808147873	84.83634509645908	322.7118262815759	166.76983187465603	360.7690536262422	486.8668505000072													8.266666666666673	8.200000000000006	8.533333333333339	8.200000000000006	8.166666666666673	7.966666666666674													Aargau	Aargau	Aargau	Aargau	Aargau	Aargau													Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland												
Wau, South Sudan	279.6528024009551	161.5248998359202	6.6666666666666785	0.9861259779786951	5	195.70146495621208	228.54885078901307	119.79206548474447	587.9660904185419	266.2555403562639														8.500000000000005	6.833333333333345	6.300000000000013	5.800000000000015	5.900000000000015														California	California	California	California	Georgia														United States	United States	United States	United States	United States													
Tizi Ouzou, Algeria	277.8672572716359	158.31303088475207	7.188888888888897	1.712877875764624	6	178.21285895276344	204.2579781505082	293.1810356741319	102.70690193136318	600.3580871279462	288.4866817931025													8.766666666666671	8.33333333333334	7.9000000000000075	7.9000000000000075	6.566666666666679	3.666666666666689													California	Aargau	Alberta	Aargau	England	England													United States	Switzerland	Canada	Switzerland	United Kingdom	United Kingdom												
Safi, Morocco	276.6162283927053	163.3488260975198	8.105555555555563	0.25778017240266976	6	285.1978141778413	530.9669403747583	254.71604026129117	108.10432499842469	418.99491675053434	61.71733379338185													8.200000000000006	7.733333333333341	8.23333333333334	8.366666666666672	8.33333333333334	7.766666666666675													New South Wales	Aargau	Aargau	Aargau	Aargau	Aargau													Australia	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland												
Brazzaville, Congo (Brazzaville)	275.97266992885403	156.0878687688337	8.086666666666673	0.3138293945583941	5	555.9021693678219	235.6245735060015	307.98613472960875	184.45769474903778	95.89277729180036														8.366666666666672	7.633333333333342	8.03333333333334	7.9000000000000075	8.500000000000005														Aargau	Aargau	Aargau	Aargau	Aargau														Switzerland	Switzerland	Switzerland	Switzerland	Switzerland													
Djougou, Benin	274.6409565674412	68.09795066141804	7.375000000000009	0.16562172428626434	4	339.500869473406	160.36435573318533	304.93361847729244	293.764982585881															7.400000000000009	7.466666666666676	7.533333333333342	7.10000000000001															Aargau	Aargau	Aargau	Maryland															Switzerland	Switzerland	Switzerland	United States														
Dakar, Senegal	273.2528407497914	90.3205642043363	6.3555555555555685	2.3934065809486613	6	228.5144334945069	244.5256758469801	111.04587692807597	340.8195786402956	380.9056123046936	333.70586728419636													7.666666666666675	5.933333333333348	6.466666666666679	1.4000000000000266	8.533333333333339	8.13333333333334													California	California	California	California	Aargau	Aargau													United States	United States	United States	United States	Switzerland	Switzerland												
Benin City, Nigeria	270.934907810703	72.8648441008747	6.566666666666679	1.8730545462781665	4	210.27500978988286	272.804313675707	389.28481406230054	211.37549371492162															7.333333333333343	3.3666666666666902	8.13333333333334	7.4333333333333425															Île-de-France	Michigan	New South Wales	North Carolina															France	United States	Australia	United States														
Maputo, Mozambique	269.311273893272	292.5731415658489	6.277777777777792	1.9826718473617766	6	99.11030556902242	364.7705441527652	62.53633693537321	877.232511782028	35.68408807605803	176.5338568443851													7.800000000000008	4.0333333333333545	3.000000000000025	7.700000000000008	7.30000000000001	7.833333333333341													New South Wales	California	California	Aargau	Alberta	Aargau													Australia	United States	United States	Switzerland	Canada	Switzerland												
Constantine, Algeria	269.2337147662285	174.05309814632596	7.573333333333342	0.44790872085975375	5	188.28547855062627	211.61029057862933	56.21458244010976	576.2048242167407	313.85339804503656														7.066666666666677	7.10000000000001	8.23333333333334	7.866666666666674	7.6000000000000085														California	Aargau	Aargau	Saxony	Aargau														United States	Switzerland	Switzerland	Germany	Switzerland													
Umuahia, Nigeria	267.11354179603273	117.65542167929512	8.17222222222223	0.3205415941500357	6	176.0462209904824	137.5282733739341	242.07933401092652	485.402272496823	349.0737727999166	212.55137710411364													8.366666666666672	8.000000000000007	8.166666666666673	8.533333333333339	8.400000000000006	7.566666666666675													California	New South Wales	California	Aargau	Aargau	Aargau													United States	Australia	United States	Switzerland	Switzerland	Switzerland												
Jinja, Uganda	263.22310152244484	463.9890940186046	7.266666666666676	1.401674483617604	18	136.34670402982692	138.2682628141765	205.72403188049654	250.8770043658342	138.75201362194633	111.78485928800659	156.36222739243013	159.19498433091496	130.38762854358126	104.264461942465	2166.9397737091695	72.70492519053259	194.27322767065948	186.81947856238958	178.00664878322868	123.53064008011243	74.25198549421825	209.526969704018	7.766666666666675	7.266666666666676	6.766666666666678	6.300000000000013	2.2000000000000277	8.500000000000005	7.533333333333342	8.366666666666672	7.9000000000000075	8.03333333333334	7.30000000000001	8.33333333333334	8.300000000000006	7.30000000000001	6.833333333333345	7.933333333333341	7.966666666666674	6.2000000000000135	New South Wales	California	California	California	Massachusetts	California	Aargau	Aargau	Aargau	Aargau	Pennsylvania	Aargau	Aargau	Aargau	Aargau	Aargau	Aargau	Maryland	Australia	United States	United States	United States	United States	United States	Switzerland	Switzerland	Switzerland	Switzerland	United States	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	United States
Kumbo, Cameroon	262.2931700784804	100.60531732496297	8.111111111111116	0.41350653479840727	6	172.15564312937812	352.29014253174756	96.92456686838993	244.96795578402129	345.2484219412577	362.1722902160878													7.766666666666675	7.466666666666676	8.000000000000007	8.700000000000005	8.400000000000006	8.33333333333334													California	California	California	California	California	Aargau													United States	United States	United States	United States	United States	Switzerland												
Errachidia, Morocco	260.85373500219316	82.47803149521698	8.200000000000006	0.15456030825826117	4	138.27774620346483	296.43801561187763	364.0806949544899	244.6184832389403															7.933333333333341	8.300000000000006	8.300000000000006	8.266666666666673															Aargau	Aargau	Aargau	Aargau															Switzerland	Switzerland	Switzerland	Switzerland														
Antananarivo, Madagascar	257.54088775418035	93.70796470025746	7.816666666666674	0.11666666666666625	2	351.2488524544378	163.83292305392288																	7.700000000000008	7.933333333333341																	Aargau	Aargau																	Switzerland	Switzerland																
El Jadid, Morocco	256.0287728975825	106.72984628666443	6.958333333333345	1.2298091541192662	4	382.16931057063925	103.26318676375837	323.93907272126427	214.74352153466805															6.566666666666679	5.133333333333351	8.300000000000006	7.833333333333341															England	England	Aargau	Aargau															United Kingdom	United Kingdom	Switzerland	Switzerland														
Ado-Ekiti, Nigeria	252.1361596199386	90.50021141421985	5.800000000000015	0.7666666666666639	2	342.63637103415846	161.63594820571876																	5.033333333333351	6.566666666666679																	England	England																	United Kingdom	United Kingdom																
Ondo, Nigeria	251.04542154119503	83.08288990363057	8.416666666666671	0.14999999999999947	2	167.96253163756447	334.1283114448256																	8.566666666666672	8.266666666666673																	New South Wales	Aargau																	Australia	Switzerland																
Enugu, Nigeria	251.00056077002517	146.05832400437126	7.00000000000001	1.5916448515084372	7	400.7267355770791	327.2932997436579	212.823352026229	137.5741495929353	20.396511290039566	185.2304410717509	472.9594360884843												4.666666666666686	5.033333333333351	8.466666666666672	8.433333333333339	8.100000000000007	5.933333333333348	8.366666666666672												California	California	California	New South Wales	California	Aargau	Aargau												United States	United States	United States	Australia	United States	Switzerland	Switzerland											
Samālūţ, Egypt	248.05897785789662	64.28411687393162	8.166666666666673	0.4055175020198799	6	336.361048494602	324.6879799042753	206.87498250153703	168.86805047337188	258.68589306947706	192.8759127041165													7.6000000000000085	8.100000000000007	8.733333333333338	8.533333333333339	8.300000000000006	7.733333333333341													California	California	California	California	New South Wales	North Carolina													United States	United States	United States	United States	Australia	United States												
Yaoundé, Cameroon	247.512246198041	0	7.733333333333341	0	1	247.512246198041																		7.733333333333341																		Aargau																		Switzerland																	
Chlef, Algeria	246.74945736517273	96.29742882533031	8.150000000000006	0.22173557826083373	4	247.1552187077054	383.77336783355383	111.4252934187557	244.6439495006761															8.300000000000006	7.933333333333341	8.433333333333339	7.933333333333341															Aargau	North Carolina	Aargau	Aargau															Switzerland	United States	Switzerland	Switzerland														
Ouagadougou, Burkina Faso	245.87131932138172	170.96083391613448	6.855555555555566	1.5360684141142573	3	142.7585416361779	108.0412608968112	486.814155431156																4.700000000000019	8.166666666666673	7.700000000000008																California	Ontario	Aargau																United States	Canada	Switzerland															
Tororo, Uganda	245.55091537556365	47.67942865064522	8.00833333333334	0.45177120561432504	4	166.05473798317556	251.23952924134176	279.4940467690489	285.4153475086884															8.633333333333338	7.366666666666676	7.933333333333341	8.100000000000007															California	Aargau	North Carolina	Aargau															United States	Switzerland	United States	Switzerland														
Obuase, Ghana	242.76786443811142	274.7260975787547	6.953333333333345	1.7244129435839837	5	60.15725829394165	281.03632427986196	40.31756717107162	763.6136600010409	68.71451244464113														8.03333333333334	3.5333333333333563	7.4333333333333425	7.733333333333341	8.03333333333334														New South Wales	Massachusetts	Aargau	Aargau	Aargau														Australia	United States	Switzerland	Switzerland	Switzerland													
Casablanca, Morocco	242.39031073870808	196.88603644905257	7.695833333333342	0.5856946255895148	16	185.72223111235266	133.263354644958	323.2394321695792	288.5826403610783	35.28293308977847	171.36672541676126	276.93627644989095	131.88567985685788	150.82010279804695	232.24653542167943	914.8353832159054	54.581936904450494	190.26022602589543	110.11320257926415	334.3470134338104	344.76129833901985			8.000000000000007	7.366666666666676	6.333333333333346	7.233333333333343	7.833333333333341	8.500000000000005	6.933333333333344	8.166666666666673	7.400000000000009	8.066666666666674	7.800000000000008	8.33333333333334	8.23333333333334	8.366666666666672	7.400000000000009	7.166666666666677			New South Wales	Île-de-France	Michigan	California	California	California	Massachusetts	California	Aargau	Ontario	North Carolina	Aargau	California	California	England	England			Australia	France	United States	United States	United States	United States	United States	United States	Switzerland	Canada	United States	Switzerland	United States	United States	United Kingdom	United Kingdom		
Abuja, Nigeria	237.2627809915307	79.82241076160271	7.877777777777784	0.2528845928164667	3	269.4593590811133	127.46304500389815	314.8659388895807																7.533333333333342	7.966666666666674	8.13333333333334																Aargau	Aargau	Saxony																Switzerland	Switzerland	Germany															
Monrovia, Liberia	236.59260810792756	83.9035512475844	5.966666666666681	0.612825877028339	4	240.75292162349513	336.6118337397362	104.78025153779981	264.2254255306791															5.633333333333349	6.300000000000013	5.166666666666684	6.766666666666678															North Carolina	Aargau	Aargau	Aargau															United States	Switzerland	Switzerland	Switzerland														
Damanhūr, Egypt	235.36514180011577	130.49261487899025	6.300000000000013	0.1999999999999993	2	104.8725269211255	365.85775667910605																	6.100000000000014	6.500000000000012																	England	England																	United Kingdom	United Kingdom																
Potchefstroom, South Africa	234.95593691682964	172.87830897481143	7.870833333333341	0.3417428776791751	8	190.58890820042066	508.94487163847253	311.4340182561037	32.714001771193836	489.15016555452894	156.2904109581235	147.58253950677516	42.94257944901892											7.533333333333342	8.200000000000006	7.866666666666674	8.066666666666674	7.1333333333333435	8.166666666666673	7.933333333333341	8.066666666666674											New South Wales	Aargau	Aargau	Aargau	Aargau	Aargau	Aargau	Aargau											Australia	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland										
Bafoussam, Cameroon	234.23791426882303	67.58741838994473	7.833333333333341	0.2666666666666657	2	166.6504958788783	301.82533265876776																	8.100000000000007	7.566666666666675																	Aargau	Aargau																	Switzerland	Switzerland																
Massawa, Eritrea	232.22481454302533	53.163001365893834	6.916666666666678	0.7833333333333306	2	285.38781590891915	179.06181317713148																	6.133333333333347	7.700000000000008																	California	Aargau																	United States	Switzerland																
Bulawayo, Zimbabwe	231.93857552154276	107.16365201164474	7.533333333333343	1.0654755254054815	14	495.41444279222316	190.6255696701119	197.0115378166702	113.92604259692844	265.89471401273397	259.09070890402575	258.08274924499295	444.1430097686028	195.514852613814	184.53155832729595	188.5727950653002	115.95458572922453	176.83576890759488	161.54172185207912					7.333333333333343	7.800000000000008	8.33333333333334	7.566666666666675	7.033333333333344	6.566666666666679	8.166666666666673	4.233333333333354	8.366666666666672	7.733333333333341	8.200000000000006	8.566666666666672	7.400000000000009	8.166666666666673					California	California	California	California	California	California	California	Massachusetts	Aargau	Aargau	Aargau	Aargau	Aargau	Aargau					United States	United States	United States	United States	United States	United States	United States	United States	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland				
Antsirabe, Madagascar	230.62657897899803	153.90951590626742	8.00833333333334	0.6445821213089207	8	525.9643203085343	109.44853360434216	418.3348385762964	57.49582470489506	129.3439699160681	121.6982898014193	245.47833017025135	237.24852475017727											6.433333333333346	8.533333333333339	7.700000000000008	8.33333333333334	8.23333333333334	8.33333333333334	8.466666666666672	8.03333333333334											England	California	California	Pennsylvania	North Carolina	North Carolina	California	California											United Kingdom	United States	United States	United States	United States	United States	United States	United States										
Kpalimé, Togo	230.54366221728742	345.551110182392	7.537037037037044	0.47073476698718414	9	206.16666185130487	131.12112011020574	80.42469555495322	112.53999295635724	143.93426703583938	1199.2456569421076	71.49133645093762	94.21214268421811	35.757086369662616										7.20000000000001	7.166666666666677	7.800000000000008	8.400000000000006	8.13333333333334	7.500000000000009	6.800000000000011	7.400000000000009	7.4333333333333425										Lombardy	California	California	California	New South Wales	Aargau	Aargau	Aargau	Aargau										Italy	United States	United States	United States	Australia	Switzerland	Switzerland	Switzerland	Switzerland									
Queenstown, South Africa	228.5893641493112	0	7.866666666666674	0	1	228.5893641493112																		7.866666666666674																		Pennsylvania																		United States																	
Ile-Ife, Nigeria	228.02507363524938	57.61836450837727	7.9833333333333405	0.11666666666666625	2	170.40670912687213	285.64343814362667																	7.866666666666674	8.100000000000007																	New York	Aargau																	United States	Switzerland																
Arua, Uganda	226.50679193762502	68.37023488413584	8.355555555555561	0.21140330656044867	3	187.81967489757864	169.10913755014212	322.59156336515423																8.066666666666674	8.566666666666672	8.433333333333339																Aargau	Aargau	Aargau																Switzerland	Switzerland	Switzerland															
Ikare, Nigeria	224.6790191410018	94.32060323096819	8.291666666666673	0.15343293866268254	4	84.39987117380645	321.8579382972819	298.83478072835976	193.62348636455906															8.500000000000005	8.100000000000007	8.200000000000006	8.366666666666672															New South Wales	Aargau	Aargau	Aargau															Australia	Switzerland	Switzerland	Switzerland														
Djelfa, Algeria	223.07031791117436	36.69515077729777	8.075000000000006	0.27424137786507125	4	231.15869739276542	162.1409186256684	259.7921892616192	239.18946636464446															8.23333333333334	7.9000000000000075	7.733333333333341	8.433333333333339															New South Wales	California	Aargau	Aargau															Australia	United States	Switzerland	Switzerland														
Rosetta, Egypt	222.9963123286617	64.94215951949211	8.066666666666672	0.24494897427831694	3	295.1710808422337	236.09559513818502	137.72226100556637																8.366666666666672	8.066666666666674	7.766666666666675																Aargau	Aargau	Aargau																Switzerland	Switzerland	Switzerland															
Alexandria, Egypt	222.94836462945887	86.6747785691198	7.746666666666674	0.5149325737953987	5	315.553738532564	73.4015040825203	183.18353200889962	257.7872832789745	284.81576524433586														7.233333333333343	8.600000000000005	7.666666666666675	7.233333333333343	8.000000000000007														California	California	California	Aargau	Aargau														United States	United States	United States	Switzerland	Switzerland													
Abengourou, Côte D’Ivoire	221.4336050833261	82.28910448770459	7.994444444444452	0.2731277456284847	6	285.70328277487073	101.94741330076548	327.3263194448983	146.60057368350016	284.0907366192241	182.93330467669773													7.400000000000009	8.03333333333334	8.100000000000007	8.13333333333334	8.23333333333334	8.066666666666674													Aargau	Aargau	Aargau	Aargau	Aargau	Aargau													Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland												
Cape Town, South Africa	220.21065041087274	217.4865255855472	7.808333333333342	0.17219981933143128	4	98.66234772994308	132.4994151956191	55.73121524544009	593.9496234724887															7.700000000000008	8.100000000000007	7.766666666666675	7.666666666666675															California	Aargau	Aargau	Maryland															United States	Switzerland	Switzerland	United States														
Asmara, Eritrea	214.6396244732036	77.28197511731452	7.07500000000001	1.3344526551694804	4	336.4712210888231	221.42656049044578	169.43076141697222	131.22995489657333															8.166666666666673	7.500000000000009	7.833333333333341	4.8000000000000185															Aargau	Aargau	Aargau	Maryland															Switzerland	Switzerland	Switzerland	United States														
Bejaïa, Algeria	205.4795420697449	0	8.500000000000005	0	1	205.4795420697449																		8.500000000000005																		Aargau																		Switzerland																	
Shibīn al Kawm, Egypt	204.46837367064418	129.7192700168632	7.9111111111111185	0.5833068777069618	6	226.38902117697387	136.04405113603752	18.788595026116138	383.95752334598717	348.54073854937707	113.09031278937351													8.533333333333339	8.100000000000007	8.366666666666672	6.733333333333345	7.966666666666674	7.766666666666675													California	New South Wales	Västerbotten	Aargau	Aargau	Aargau													United States	Australia	Sweden	Switzerland	Switzerland	Switzerland												
Al Manşūrah, Egypt	204.0281970274443	174.5034038207099	7.509090909090918	1.0094593921811825	11	88.18846341722917	299.2689496814338	435.6710271929825	115.52843519782031	183.62726950644478	64.41593327412023	155.19275957135764	66.43316823285855	19.481393912839547	623.0637989715568	193.43896834324386								7.533333333333342	8.03333333333334	8.33333333333334	8.100000000000007	7.066666666666677	8.23333333333334	4.566666666666686	7.666666666666675	7.700000000000008	7.233333333333343	8.13333333333334								Mazovia	Aargau	Aargau	North Carolina	Aargau	Aargau	North Holland	North Holland	Aargau	Saxony	Aargau								Poland	Switzerland	Switzerland	United States	Switzerland	Switzerland	Netherlands	Netherlands	Switzerland	Germany	Switzerland							
Ségou, Mali	200.93232239209613	0	7.966666666666674	0	1	200.93232239209613																		7.966666666666674																		Aargau																		Switzerland																	
Kenitra, Morocco	198.5882241338466	73.6139565196154	7.806666666666675	0.29089898972361805	5	140.93452782985037	168.58236141036105	117.2950949845413	251.52337128000212	314.60576516447816														7.800000000000008	7.500000000000009	8.13333333333334	7.466666666666676	8.13333333333334														New South Wales	California	California	Aargau	Aargau														Australia	United States	United States	Switzerland	Switzerland													
East London, South Africa	198.41079057571167	0	8.366666666666672	0	1	198.41079057571167																		8.366666666666672																		New York																		United States																	
Sokodé, Togo	197.86490274363877	29.323330420192775	7.6500000000000075	0.4890466917040386	4	202.20473252091585	234.0224593258666	203.04462532518534	152.18779380258735															8.13333333333334	6.900000000000011	7.533333333333342	8.03333333333334															Västerbotten	Aargau	Aargau	Aargau															Sweden	Switzerland	Switzerland	Switzerland														
Koforidua, Ghana	197.54209754515716	86.94383331409176	8.166666666666673	0.1999999999999993	2	284.4859308592489	110.5982642310654																	8.366666666666672	7.966666666666674																	California	Aargau																	United States	Switzerland																
Oum el Bouaghi, Algeria	196.8175766205853	0	8.266666666666673	0	1	196.8175766205853																		8.266666666666673																		New South Wales																		Australia																	
Marrakech, Morocco	190.67022443380702	52.61626010420474	6.52000000000001	3.0511637124218614	5	244.64135667453223	167.07593500879761	247.97058611730282	106.5463706366934	187.11687373170903														7.733333333333341	0.43333333333335877	8.400000000000006	7.933333333333341	8.100000000000007														Aargau	North Holland	North Holland	Aargau	Aargau														Switzerland	Netherlands	Netherlands	Switzerland	Switzerland													
Gulu, Uganda	190.15272228993354	75.63474177017179	7.2166666666666766	1.3907432065865548	8	195.19684879776077	244.6820829830486	315.9215382591771	71.41197778353771	133.7579654224563	249.20918902030564	112.0347431195869	199.0074329335952											8.400000000000006	8.000000000000007	8.33333333333334	8.23333333333334	6.36666666666668	4.833333333333352	5.300000000000017	8.266666666666673											Västerbotten	Aargau	Aargau	Aargau	Aargau	England	England	Aargau											Sweden	Switzerland	Switzerland	Switzerland	Switzerland	United Kingdom	United Kingdom	Switzerland										
Ţanţā, Egypt	189.52848763609222	52.55562977287661	7.577777777777786	1.2714335255437192	3	243.2488661175857	118.18535747312978	207.15123931756116																8.700000000000005	8.23333333333334	5.800000000000015																California	Aargau	Saxony																United States	Switzerland	Germany															
Mopti, Mali	185.1883947612579	208.7849253852326	7.0571428571428685	0.7907630001770285	7	684.0121071895812	124.93849696692195	17.605221801554656	184.83437828836574	104.71392478546886	94.67136507794248	85.5432692189703												6.066666666666681	6.566666666666679	7.4333333333333425	8.23333333333334	6.633333333333345	6.400000000000013	8.066666666666674												California	California	California	California	Aargau	Aargau	Aargau												United States	United States	United States	United States	Switzerland	Switzerland	Switzerland											
Al Fayyūm, Egypt	182.98943097793577	28.89715127805394	8.055555555555562	0.385220796074659	3	192.94716737563095	212.33549019861252	143.68563535956383																8.600000000000005	7.766666666666675	7.800000000000008																Västerbotten	Aargau	Aargau																Sweden	Switzerland	Switzerland															
Ismailia, Egypt	181.7223614837089	130.68844574468264	7.373333333333344	0.9539159059139065	5	212.88305426026994	142.78311554032933	30.695399626109932	415.2214469823888	107.02879100944652														7.866666666666674	8.200000000000006	8.03333333333334	7.166666666666677	5.600000000000016														North Carolina	Aargau	Aargau	England	England														United States	Switzerland	Switzerland	United Kingdom	United Kingdom													
Az Zaqāzīq, Egypt	181.71310888638715	129.46715351669224	8.193333333333339	0.13888444437333056	5	348.03016888380614	32.5533772421558	314.2192876942823	157.58273151035314	56.179979101338446														8.400000000000006	8.300000000000006	8.03333333333334	8.166666666666673	8.066666666666674														Aargau	Aargau	Aargau	Aargau	Aargau														Switzerland	Switzerland	Switzerland	Switzerland	Switzerland													
Awka, Nigeria	177.5313154697979	107.83283714698105	8.000000000000007	0.27406406388125854	5	179.72718895231884	373.88415808540174	144.4220538215221	143.79634822709397	45.82682826265275														8.100000000000007	7.6000000000000085	8.000000000000007	8.433333333333339	7.866666666666674														New South Wales	Aargau	North Carolina	Aargau	Aargau														Australia	Switzerland	United States	Switzerland	Switzerland													
Tema, Ghana	172.34663261071455	58.36767258167787	8.006666666666675	0.38952963087977305	5	222.2876677363405	117.89922165038972	194.0902839391489	89.72140645108365	237.73458327660995														7.966666666666674	8.433333333333339	7.633333333333342	8.466666666666672	7.533333333333342														New South Wales	California	Aargau	Aargau	Aargau														Australia	United States	Switzerland	Switzerland	Switzerland													
Cotonou, Benin	171.89004515151558	38.860511906560575	7.677777777777787	0.6873639034765107	6	232.14299138983614	204.15705335163722	122.70603329357655	182.06496535207773	130.38746617342795	159.881761348538													6.733333333333345	8.500000000000005	8.500000000000005	7.833333333333341	6.933333333333344	7.566666666666675													California	California	California	North Carolina	Aargau	Aargau													United States	United States	United States	United States	Switzerland	Switzerland												
Al Minyā, Egypt	164.32896758143613	18.15965386145389	8.266666666666673	0.13333333333333286	2	182.48862144289004	146.16931371998226																	8.13333333333334	8.400000000000006																	Aargau	Aargau																	Switzerland	Switzerland																
Limbe, Cameroon	163.8957491692063	43.80826567587858	7.9000000000000075	0.6802777210652826	4	150.68660730655256	213.4391845083196	192.56626201676332	98.89094284518977															8.433333333333339	8.166666666666673	6.733333333333345	8.266666666666673															Västerbotten	Aargau	Alberta	Aargau															Sweden	Switzerland	Canada	Switzerland														
Taza, Morocco	163.76858604862744	117.41214625585977	7.45000000000001	1.1845846279353496	6	248.63999177723093	367.0424090261209	41.26644223197063	68.29092783621876	190.35400834117547	67.01773707904808													4.9666666666666845	7.866666666666674	8.23333333333334	7.10000000000001	8.200000000000006	8.33333333333334													England	Aargau	Aargau	Saxony	Aargau	Aargau													United Kingdom	Switzerland	Switzerland	Germany	Switzerland	Switzerland												
Makurdi, Nigeria	159.05107832655838	82.7838732865716	8.433333333333339	0	2	241.83495161313	76.26720503998678																	8.433333333333339	8.433333333333339																	Aargau	Aargau																	Switzerland	Switzerland																
Kroonstad, South Africa	158.64723123896536	16.201348369965025	8.23333333333334	0.05443310539518154	3	139.89443665812573	156.6229682386794	179.424288820091																8.23333333333334	8.300000000000006	8.166666666666673																Aargau	Aargau	Aargau																Switzerland	Switzerland	Switzerland															
Larache, Morocco	158.40430193434744	61.2077864998672	8.125000000000007	0.3226410113767645	4	179.44482388798045	227.28902010094504	59.80172406971928	167.08163967874498															8.300000000000006	8.300000000000006	7.566666666666675	8.33333333333334															North Carolina	Aargau	Aargau	Aargau															United States	Switzerland	Switzerland	Switzerland														
